id	ann	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pt1	pt2	pt3	pt4	pt5	pt6	pt7	cc1	cc2	cc3	cc4	cc5	cc6	cc7	ct1	ct2	ct3	ct4	ct5	ct6	ct7
C:233	miRNA.bed:Name=hsa-let-7d-5p,;ensGene.bed:ENST00000416309,;refGene.bed:NR_046163,;	20561	9574	15270	17638	13034	7749	12105	5087	7904	17189	15367	5121	11770	18456	13456	7831	8172	10031	7266	5437	8037	3830	9319	6465	6798	7361	8991	7055
C:234	miRNA.bed:Name=hsa-let-7a-3p,;ensGene.bed:ENST00000360737,;refGene.bed:NR_027033,;	1902	1211	1440	1820	2179	919	1648	747	1076	1889	1317	623	1115	1648	1286	1196	918	1094	1161	605	1169	961	699	540	950	880	864	830
C:235	miRNA.bed:Name=hsa-let-7f-5p,;pirna2.bed:1,;ensGene.bed:ENST00000602703,;refGene.bed:NR_029483,;	1286	470	828	1170	655	404	583	296	402	811	906	278	641	1039	864	306	440	704	398	295	514	669	547	311	383	410	484	396
C:236	miRNA.bed:Name=hsa-miR-100-3p,;ensGene.bed:ENST00000385259,;refGene.bed:NR_024430,;	45698	89481	38482	62932	59039	17980	26430	13665	34637	45943	28234	12053	14717	20043	17671	58689	15906	27320	33456	16056	19613	19242	22683	15600	13797	17323	28259	16011
C:237	rmsk.bed:snRNA,;ensGene.bed:ENST00000524552,;refGene.bed:NM_153201,;	1388	481	983	860	314	598	530	515	352	1085	657	430	555	627	963	427	566	891	395	513	754	0	663	566	648	834	422	320
C:238	rmsk.bed:snRNA,;ensGene.bed:ENST00000526686,;refGene.bed:NM_153201,;	1460	411	841	343	0	419	240	393	217	1208	544	286	303	401	1065	266	667	327	0	378	374	11	390	423	268	606	0	0
C:239	rmsk.bed:snRNA,;ensGene.bed:ENST00000526686,;refGene.bed:NM_153201,;	97	137	55	199	68	205	131	190	57	57	46	209	155	57	73	93	47	112	51	93	98	30	81	162	112	116	87	26
C:240	ensGene.bed:ENST00000539084,;refGene.bed:NM_014865,;wgRNA.bed:scaRna,;	0	74	0	86	31	41	18	57	43	0	11	51	11	0	0	72	13	91	40	74	57	25	41	61	38	40	41	48
C:241	ensGene.bed:ENST00000539084,;refGene.bed:NM_014865,;wgRNA.bed:scaRna,;	119	162	148	219	314	97	169	60	139	125	51	54	139	166	53	105	77	138	128	14	99	0	14	52	90	123	51	57
C:242	rmsk.bed:snRNA,;ensGene.bed:ENST00000537087,;	0	123	24	272	21	112	195	42	0	0	10	103	187	28	0	27	23	59	0	20	92	11	0	15	0	0	11	0
C:243	miRNA.bed:Name=hsa-miR-148a-3p,;ensGene.bed:ENST00000362215,;refGene.bed:NR_029597,;	23193	5457	20655	23526	12691	8023	15091	4880	14275	10839	22648	10593	9527	20802	14379	3164	11810	12569	5610	4572	9491	5463	6942	14689	6042	6075	6163	4731
C:244	miRNA.bed:Name=hsa-miR-148b-3p,;ensGene.bed:ENST00000548753,;refGene.bed:NR_073424,;	9255	5245	7582	7948	7435	4346	6650	3340	4227	8189	6662	3302	5685	7778	6217	4057	4343	4103	3339	2444	3701	5979	3545	3197	3438	3785	3694	3242
C:245	miRNA.bed:Name=hsa-miR-331-3p,;ensGene.bed:ENST00000362302,;refGene.bed:NR_029895,;	5591	1493	3003	3822	2154	1526	2326	1739	1168	2369	2714	1150	2356	2599	3355	1086	1826	2588	1406	1157	1670	334	1981	2104	2770	2574	1836	1140
C:246	miRNA.bed:Name=hsa-miR-135a-5p,;ensGene.bed:ENST00000538559,;refGene.bed:NR_029678,;	1059	329	3235	2053	1249	2373	1911	380	594	698	1377	463	892	2205	609	317	1720	1179	562	1529	1160	234	280	371	651	591	1171	1243
C:247	tRNA.bed:chr6.tRNA168-TrpCCA,;rmsk.bed:tRNA,;	879	514	1089	1891	399	1358	1489	587	243	157	257	991	1484	237	600	308	678	2359	488	1382	2694	176	253	477	1277	810	1830	897
C:248	tRNA.bed:chr17.tRNA12-TrpCCA,;pirna2.bed:1,;rmsk.bed:tRNA,;ensGene.bed:ENST00000584348,;	37	398	41	68	184	155	181	280	166	84	59	107	257	17	731	794	589	1243	877	734	1644	537	843	1276	992	2042	3721	1294
C:249	tRNA.bed:chr12.tRNA6-TrpCCA,;rmsk.bed:tRNA,;	0	127	24	136	125	195	129	161	97	24	22	137	176	16	63	164	73	402	179	252	320	57	81	174	244	196	407	206
C:250	ensGene.bed:ENST00000544484,;refGene.bed:NM_001273,;wgRNA.bed:scaRna,;	290	238	279	210	261	124	166	72	328	387	268	59	178	310	143	77	210	121	91	73	145	68	132	47	36	73	108	111
C:252	ensGene.bed:ENST00000547808,;refGene.bed:NM_001686,;wgRNA.bed:CDBox,;	1081	296	413	454	436	248	403	199	220	789	577	101	422	708	1092	327	753	394	249	261	345	141	347	596	355	279	428	298
C:253	ensGene.bed:ENST00000547808,;refGene.bed:NM_001686,;wgRNA.bed:CDBox,;	450	847	268	787	534	689	671	226	715	427	404	537	713	419	1063	698	774	533	322	534	642	290	322	633	339	472	426	440
C:254	miRNA.bed:Name=hsa-miR-26a-2-3p,;ensGene.bed:ENST00000551594,;refGene.bed:NM_005730,;	641151	443672	570169	814395	1168382	393857	579940	785426	567627	976027	748516	371789	763100	955500	417010	410158	343604	517588	668597	298366	423491	141460	341808	288573	638950	637754	379265	545168
C:255	miRNA.bed:Name=hsa-miR-26b-3p,;ensGene.bed:ENST00000464255,;refGene.bed:NM_001206878,;	35549	33125	34508	41526	54518	22312	36290	13763	31865	42220	32051	17632	21661	36101	25438	29102	20512	23215	26216	14837	22218	17778	15690	13094	15943	19576	18927	18643
C:256	miRNA.bed:Name=hsa-miR-26a-1-3p,;ensGene.bed:ENST00000447745,;refGene.bed:NM_001008392,;	727	403	454	451	323	155	265	75	218	510	333	124	193	328	417	323	293	408	365	195	758	76	253	142	186	159	260	860
C:257	rmsk.bed:snRNA,;ensGene.bed:ENST00000365668,;	1714	1734	1097	1857	1685	1243	1994	1113	802	1141	1432	1040	1355	1052	1209	4080	1597	1306	1525	931	1980	1397	826	2105	1344	1768	1834	1261
C:258	rmsk.bed:snRNA,;ensGene.bed:ENST00000363925,;	661	631	376	850	475	988	1276	544	264	117	568	634	782	295	591	2943	1205	667	641	1319	1716	1010	313	1244	717	542	637	840
C:259	pirna2.bed:1,;ensGene.bed:ENST00000361567,;	123893	23686	46377	55915	30829	32311	58693	42064	22558	42836	65574	26391	56036	52209	102606	25336	51255	46757	23301	32508	52693	31108	67096	90352	52355	60397	63281	44922
C:260		1086	235	301	69	342	136	444	108	267	448	521	66	777	552	496	60	134	10	95	23	140	0	109	176	45	410	108	106
C:261	ensGene.bed:ENST00000384769,;refGene.bed:NR_002574,;wgRNA.bed:CDBox,;	1637	905	1162	1689	1200	848	1094	402	585	1247	1041	603	893	1007	2152	625	1849	1137	683	571	1001	347	615	951	658	712	774	579
C:262	miRNA.bed:Name=hsa-miR-17-3p,;ensGene.bed:ENST00000385012,;refGene.bed:NR_029487,;	1621	1511	1293	2106	2237	810	1233	533	1336	1999	1215	641	807	1222	1143	1848	771	1760	1722	784	1128	277	1052	512	1031	1091	1230	963
C:263	miRNA.bed:Name=hsa-miR-18a-3p,;pirna2.bed:1,;ensGene.bed:ENST00000362310,;refGene.bed:NR_027349,;	224	350	144	405	555	208	227	148	192	347	151	113	138	216	112	354	73	262	425	123	191	12	91	60	157	204	215	152
C:264	miRNA.bed:Name=hsa-miR-19a-3p,;ensGene.bed:ENST00000384878,;refGene.bed:NR_027349,;	1069	1297	768	1386	1710	820	1122	526	787	1117	644	581	521	733	635	762	458	776	907	492	606	481	396	274	550	634	740	728
C:265	miRNA.bed:Name=hsa-miR-20a-3p,;ensGene.bed:ENST00000362279,;refGene.bed:NR_029492,;	2363	1791	1646	2355	2813	1104	1646	658	1701	2685	1817	699	1017	1884	1681	1874	965	1897	2187	1005	1301	334	1380	669	976	1335	1439	1212
C:266	miRNA.bed:Name=hsa-miR-19b-3p,;ensGene.bed:ENST00000384829,;refGene.bed:NR_029490,;	5578	5005	3598	6523	6628	3689	4586	2464	3645	5501	3507	2566	2849	4597	3116	3299	1990	4036	4202	2455	3154	1540	1948	1413	2702	2839	3286	3275
C:267	tRNA.bed:chr13.tRNA3-GluTTC,;rmsk.bed:tRNA,;	16757	40419	65308	64949	52592	138139	61908	40691	53260	36256	30046	72689	99195	34869	12388	35957	52262	39959	27966	94933	51133	24781	34802	19384	37006	22606	86528	81158
C:268	tRNA.bed:chr2.tRNA20-GluTTC,;rmsk.bed:tRNA,;	4327	8826	15007	19482	12473	32829	18841	13135	12329	9744	8133	21766	31853	12802	3123	7712	11833	11423	6198	22965	14637	6383	7710	6291	12011	6871	19675	18225
C:269	miRNA.bed:Name=hsa-miR-16-2-3p,;ensGene.bed:ENST00000483754,;refGene.bed:NM_001002800,;	32114	37823	22770	38484	43795	20924	27305	14212	23986	36799	23707	15172	19334	21723	18079	30144	13033	33021	35557	19561	27006	6281	20901	13085	22545	23103	32527	25355
C:270	miRNA.bed:Name=hsa-miR-195-3p,;ensGene.bed:ENST00000572547,;refGene.bed:NR_029712,;	7402	2181	5884	7060	4302	4567	4551	2579	3968	4587	4952	3750	6014	6534	4542	1430	3355	5726	3168	3919	4117	1551	2390	2753	4929	3139	4366	4553
C:271	miRNA.bed:Name=hsa-miR-15a-5p,;ensGene.bed:ENST00000443587,;refGene.bed:NR_002612,;	5940	7511	4573	6365	9320	3483	5277	2237	4797	8002	4155	2529	3137	4524	4021	6884	2712	4886	6507	2827	4279	693	3702	2481	3751	4391	4731	3768
C:272	miRNA.bed:Name=hsa-miR-15b-3p,;ensGene.bed:ENST00000483754,;refGene.bed:NM_001002800,;	1073	899	787	1114	1090	654	826	333	565	930	831	477	735	744	675	606	428	916	847	578	797	141	432	401	536	719	750	657
C:273	tRNA.bed:chr14.tRNA1-LeuAAG,;rmsk.bed:tRNA,;	379	667	1751	840	614	1814	1457	1448	937	701	667	1278	1765	827	488	1092	2092	1298	1035	2682	2775	831	2923	1094	2578	2157	3152	3849
C:274	tRNA.bed:chr16.tRNA27-LeuTAG,;rmsk.bed:tRNA,;	107	68	161	79	147	239	338	336	139	83	135	189	254	145	85	239	198	133	178	394	501	132	140	108	251	268	731	430
C:275	tRNA.bed:chr14.tRNA21-ThrTGT,;rmsk.bed:tRNA,;	50	380	29	95	45	292	622	304	85	33	97	147	1115	40	837	791	479	658	120	785	2455	877	97	801	765	1578	2310	1534
C:276	tRNA.bed:chr14.tRNA20-ThrTGT,;pirna2.bed:1,;rmsk.bed:tRNA,;	194	233	106	359	119	532	873	106	94	25	126	404	882	48	201	256	157	249	64	390	675	168	27	117	342	281	1260	667
C:277	tRNA.bed:chr3.tRNA11-ArgACG,;pirna2.bed:1,;rmsk.bed:tRNA,;ensGene.bed:ENST00000464524,;	7068	3272	2308	4513	2473	4804	6879	3705	2843	1076	1675	4487	7372	1944	4398	3673	1888	4782	2507	4139	8491	1712	3096	8259	5725	17689	9150	5781
C:278	tRNA.bed:chr14.tRNA7-ArgACG,;pirna2.bed:1,;rmsk.bed:tRNA,;ensGene.bed:ENST00000548322,;	355	163	0	34	141	36	241	180	153	82	107	127	453	35	494	226	125	218	192	132	362	245	110	299	449	480	444	392
C:279	ensGene.bed:ENST00000554785,;refGene.bed:NM_017922,;wgRNA.bed:CDBox,;	178	935	192	765	809	457	736	452	640	529	326	293	518	402	139	624	137	436	343	242	382	289	204	626	201	504	252	171
C:280	miRNA.bed:Name=hsa-miR-625-3p,;rmsk.bed:LINE,;ensGene.bed:ENST00000358307,;refGene.bed:NM_178155,;	277	464	219	452	744	155	450	102	180	437	152	107	173	280	184	254	107	196	266	72	199	129	73	35	133	183	362	105
C:281	rmsk.bed:snRNA,;ensGene.bed:ENST00000584923,;wgRNA.bed:CDBox,;	8645	901	4852	5916	3052	2495	7551	3253	966	4720	5237	2595	6972	5863	6487	886	3048	4198	1856	1980	6768	890	4548	5191	2340	3857	3048	1894
C:282	miRNA.bed:Name=hsa-miR-342-3p,;rmsk.bed:SINE,;ensGene.bed:ENST00000554045,;refGene.bed:NM_016337,;	9543	3349	10604	8990	6249	4724	5619	3086	2700	4605	5180	2998	6533	5608	4266	2958	5088	6046	3653	2805	4541	2660	2822	2913	4825	4173	4242	3211
C:283	miRNA.bed:Name=hsa-miR-345-5p,;rmsk.bed:SINE,;ensGene.bed:ENST00000362114,;refGene.bed:NR_029906,;	2050	1222	1509	1479	1347	554	747	377	1272	1612	1390	387	595	1007	1936	1457	1156	1256	1065	542	734	1056	1349	769	781	871	1140	869
C:284	miRNA.bed:Name=hsa-miR-770-5p,;ensGene.bed:ENST00000522618,;refGene.bed:NR_002766,;	1475	134	820	1274	268	314	527	321	99	376	842	282	563	716	1090	133	623	1388	264	420	617	269	951	455	545	555	600	538
C:285	miRNA.bed:Name=hsa-miR-337-3p,;ensGene.bed:ENST00000362281,;refGene.bed:NR_029889,;	295	11	136	221	51	82	174	45	26	74	127	47	172	213	188	0	70	127	23	38	87	0	70	54	39	45	55	53
C:286	miRNA.bed:Name=hsa-miR-431-3p,;ensGene.bed:ENST00000385266,;refGene.bed:NM_001134888,;	3951	321	3127	3030	1018	1438	2149	1009	524	1328	2434	788	2104	2879	3312	322	2235	2431	763	1399	2631	364	2158	1432	1598	1825	1500	1628
C:287	miRNA.bed:Name=hsa-miR-433-3p,;ensGene.bed:ENST00000384837,;refGene.bed:NM_001134888,;	4538	336	2832	2895	1021	1183	1956	1020	561	1086	2127	781	1976	2518	3305	406	1847	2707	829	1035	2319	503	1960	1095	1734	1852	1462	1199
C:288	miRNA.bed:Name=hsa-miR-127-3p,;ensGene.bed:ENST00000384876,;refGene.bed:NR_029696,;	393830	49995	249453	319285	116380	141149	207138	109276	71662	134437	251384	98490	210707	264127	307860	60352	174844	271755	97845	141253	259243	125986	186780	120020	172970	175720	188518	168883
C:289	miRNA.bed:Name=hsa-miR-432-5p,;ensGene.bed:ENST00000606207,;refGene.bed:NR_030173,;	7281	897	6979	8888	2286	3519	5590	3335	1599	3139	6116	2596	7601	8180	5462	879	3956	7020	1708	3287	5521	1823	3321	2081	3870	3547	2835	3273
C:290	miRNA.bed:Name=hsa-miR-136-3p,;ensGene.bed:ENST00000385207,;refGene.bed:NR_029699,;	36249	6318	32284	30447	16318	17791	29244	12691	8712	18956	33392	14546	23948	35263	28764	5104	19910	19816	9421	12975	19886	3901	20040	13350	16025	15831	9908	14081
C:291	pirna2.bed:1,;rmsk.bed:LINE,;ensGene.bed:ENST00000553465,;refGene.bed:NR_024149,;wgRNA.bed:CDBox,;	3423	300	1619	2663	472	735	1089	929	195	736	1301	423	915	1261	863	106	452	748	226	251	445	426	639	1054	472	370	328	266
C:292	miRNA.bed:Name=hsa-miR-370-5p,;rmsk.bed:SINE,;ensGene.bed:ENST00000556475,;	1838	240	993	1074	412	453	851	521	235	602	1094	281	834	1303	1411	185	741	1068	435	478	1020	429	865	528	965	950	642	460
C:293	pirna2.bed:1,;rmsk.bed:LINE,;ensGene.bed:ENST00000556475,;wgRNA.bed:CDBox,;	949	18	447	694	144	205	513	182	46	308	469	114	472	715	735	10	352	432	60	150	410	52	191	120	203	161	213	126
C:294	ensGene.bed:ENST00000364802,;refGene.bed:NR_003232,;wgRNA.bed:CDBox,;	623	0	253	220	70	70	141	131	0	118	260	31	160	447	338	0	174	134	24	58	91	29	122	166	74	55	26	54
C:295	ensGene.bed:ENST00000607261,;refGene.bed:NR_003233,;wgRNA.bed:CDBox,;	673	0	254	323	158	219	496	186	0	190	329	77	264	642	1745	23	1171	273	10	171	317	189	245	520	148	158	151	149
C:296	ensGene.bed:ENST00000363345,;refGene.bed:NR_003234,;wgRNA.bed:CDBox,;	1116	26	708	735	234	276	676	194	29	448	793	88	658	932	1251	0	664	446	75	201	691	62	441	603	266	277	225	145
C:297	ensGene.bed:ENST00000363762,;refGene.bed:NR_003235,;wgRNA.bed:CDBox,;	1511	38	727	491	189	231	403	304	25	400	744	92	387	1011	1352	43	714	454	137	175	562	147	720	759	219	295	206	160
C:298	pirna2.bed:1,;rmsk.bed:LINE,;ensGene.bed:ENST00000363497,;wgRNA.bed:CDBox,;	3698	111	1612	2374	726	1022	1962	1576	180	1404	2162	673	1783	2907	5522	168	3946	1321	229	617	1425	734	1036	2203	667	838	709	689
C:299	pirna2.bed:1,;ensGene.bed:ENST00000365080,;refGene.bed:NR_003237,;wgRNA.bed:CDBox,;	4117	222	2135	2930	821	1290	2291	985	322	1532	2681	877	2061	3142	2420	128	1402	1480	289	631	1537	133	970	1050	845	689	670	635
C:300	pirna2.bed:1,;ensGene.bed:ENST00000434716,;refGene.bed:NR_003193,;wgRNA.bed:CDBox,;	1054	52	614	865	209	299	569	264	65	499	791	166	691	874	2391	179	1569	1074	246	629	1264	472	1057	1152	947	725	872	888
C:301	pirna2.bed:1,;ensGene.bed:ENST00000434716,;refGene.bed:NR_003195,;wgRNA.bed:CDBox,;	3589	168	1409	1637	803	819	1642	525	209	1398	2289	576	1527	2591	3334	179	2009	1209	285	586	1449	334	980	1521	733	676	765	758
C:302	ensGene.bed:ENST00000554693,;refGene.bed:NR_003210,;wgRNA.bed:CDBox,;	783	37	321	571	162	162	424	97	47	288	410	138	345	534	624	47	369	383	105	182	391	156	262	248	376	195	232	210
C:303	ensGene.bed:ENST00000554693,;refGene.bed:NR_003205,;wgRNA.bed:CDBox,;	8188	612	4406	5438	2332	3714	5240	2684	744	3709	5653	1930	5819	6732	13004	955	9056	5575	1281	3895	7285	1782	4661	4713	4185	3522	3422	3811
C:304	pirna2.bed:1,;ensGene.bed:ENST00000554693,;refGene.bed:NR_003215,;wgRNA.bed:CDBox,;	14641	952	6958	10680	3239	4144	9327	2459	1109	6087	10167	3862	9015	12383	11795	1091	6828	7870	1607	3568	10248	1591	6001	3651	4679	3225	4429	4396
C:305	ensGene.bed:ENST00000442197,;refGene.bed:NR_003201,;wgRNA.bed:CDBox,;	8528	482	3822	5841	1891	2055	4958	1651	629	3341	5567	1906	4737	6270	7796	687	4365	5092	1152	2052	5680	1169	3705	2444	3157	2057	2722	2835
C:306	ensGene.bed:ENST00000554693,;refGene.bed:NR_003218,;wgRNA.bed:CDBox,;	1578	30	805	925	139	423	820	323	10	364	732	237	699	1150	4999	212	2854	1624	276	944	1881	815	1426	1323	768	595	821	1103
C:307	ensGene.bed:ENST00000554693,;refGene.bed:NR_003213,;wgRNA.bed:CDBox,;	767	0	248	330	13	57	214	178	0	101	245	49	0	707	537	0	209	194	16	50	200	58	179	250	0	77	0	29
C:308	ensGene.bed:ENST00000363543,;refGene.bed:NR_003219,;wgRNA.bed:CDBox,;	1666	56	798	1322	340	444	873	422	108	650	1071	390	1199	1518	3726	386	2415	1919	349	1184	2318	856	1554	1302	1583	732	1565	1604
C:309	ensGene.bed:ENST00000554693,;refGene.bed:NR_003207,;wgRNA.bed:CDBox,;	516	11	171	377	126	136	355	56	15	178	275	61	291	419	689	31	445	248	30	126	286	32	161	121	83	89	107	116
C:310	pirna2.bed:1,;ensGene.bed:ENST00000554693,;refGene.bed:NR_003216,;wgRNA.bed:CDBox,;	1118	39	409	659	132	188	494	232	58	363	751	171	544	783	786	31	334	533	88	158	554	94	417	274	358	212	239	271
C:311	ensGene.bed:ENST00000363610,;refGene.bed:NR_003221,;wgRNA.bed:CDBox,;	319	0	94	100	11	10	66	10	0	61	120	0	68	178	341	0	147	68	0	22	60	31	114	152	33	40	87	40
C:312	ensGene.bed:ENST00000554693,;refGene.bed:NR_003214,;wgRNA.bed:CDBox,;	1311	66	629	1065	317	474	821	188	111	548	956	393	1034	1321	1531	119	965	909	162	414	1118	314	728	451	565	329	536	554
C:313	miRNA.bed:Name=hsa-miR-411-3p,;ensGene.bed:ENST00000362239,;refGene.bed:NR_030389,;	75091	11393	48942	57841	24835	26013	47353	21776	15282	31200	51182	20359	39314	64635	50565	10042	28360	50919	21036	24415	56015	8286	50606	24132	37084	32543	29453	32012
C:314	miRNA.bed:Name=hsa-miR-379-3p,;ensGene.bed:ENST00000362218,;refGene.bed:NR_029871,;	2192	193	1362	1510	515	624	1072	434	289	682	1735	472	1113	2165	1712	165	753	1253	420	781	1155	1464	1182	644	894	901	695	689
C:315	miRNA.bed:Name=hsa-miR-299-3p,;ensGene.bed:ENST00000385016,;refGene.bed:NR_029841,;	1254	133	1069	1532	595	663	876	381	210	478	996	467	793	1928	998	172	593	1202	349	690	884	91	651	379	735	450	533	551
C:316	miRNA.bed:Name=hsa-miR-323a-3p,;ensGene.bed:ENST00000362199,;refGene.bed:NR_029890,;	10074	1223	6103	7744	2693	2375	4344	3631	1617	3600	5480	1765	4397	5888	6746	932	3541	6905	2243	2104	4692	1495	5578	3226	4446	4756	2452	2558
C:317	miRNA.bed:Name=hsa-miR-758-5p,;ensGene.bed:ENST00000390227,;refGene.bed:NR_030406,;	2054	237	1503	1386	488	706	940	473	299	594	1436	444	1060	1642	1394	195	867	883	338	504	708	137	867	672	620	709	541	476
C:318	miRNA.bed:Name=hsa-miR-329-5p,;ensGene.bed:ENST00000385029,;refGene.bed:NR_029968,;	2160	248	1495	2010	704	858	1622	628	266	639	1400	617	1563	2117	1362	149	734	1189	347	568	1086	144	782	445	730	907	654	502
C:319	miRNA.bed:Name=hsa-miR-495-5p,;ensGene.bed:ENST00000385010,;refGene.bed:NR_030175,;	2983	410	2194	2737	1245	1278	2090	827	496	1055	2053	1066	2466	2894	1778	224	1214	1521	560	704	1272	90	776	795	971	886	871	877
C:320	miRNA.bed:Name=hsa-miR-654-3p,;ensGene.bed:ENST00000385199,;refGene.bed:NR_030390,;	11265	1544	7464	9113	2790	3884	6103	3622	2198	4417	6787	3241	6820	8258	8688	1826	4903	7531	2515	3731	6047	1502	8234	3369	4394	3960	4768	4016
C:321	miRNA.bed:Name=hsa-miR-376a-3p,;ensGene.bed:ENST00000584362,;refGene.bed:NR_029868,;	6592	777	5132	4400	1961	2193	4407	1586	928	2118	4659	2124	3252	4985	3301	460	2257	2385	848	956	2142	66	1717	1326	1753	1704	893	1062
C:322	miRNA.bed:Name=hsa-miR-1185-1-3p,;ensGene.bed:ENST00000408598,;refGene.bed:NR_031575,;	2442	208	1666	1467	632	772	1431	620	318	891	1984	607	1222	2011	1571	136	929	831	334	481	799	70	1034	746	661	860	393	567
C:323	miRNA.bed:Name=hsa-miR-381-5p,;ensGene.bed:ENST00000553692,;refGene.bed:NR_104192,;	34492	5369	27132	33643	11124	13898	29250	12141	6187	18822	25015	14630	26331	34480	27173	5546	16228	23460	6364	11157	29699	1167	18140	8746	12477	11355	12944	12033
C:324	miRNA.bed:Name=hsa-miR-487b-5p,;ensGene.bed:ENST00000553692,;refGene.bed:NR_104192,;	14835	2149	11074	12072	4598	4735	9526	4017	2804	6113	9526	3968	8681	10897	9843	1562	6100	8312	2868	3422	6403	861	6959	4287	5582	5688	3865	3955
C:325	miRNA.bed:Name=hsa-miR-539-3p,;ensGene.bed:ENST00000553692,;refGene.bed:NR_104192,;	7073	905	6508	5335	2916	3180	5507	2112	1855	3047	7413	2722	3877	7538	5193	572	3452	2539	1081	1739	2725	433	2684	1844	1915	1834	1100	1695
C:326	miRNA.bed:Name=hsa-miR-889-5p,;ensGene.bed:ENST00000553692,;refGene.bed:NR_104192,;	15100	2795	9436	12250	4170	6316	12382	4385	3262	7931	8889	4053	8706	13221	10832	1961	5688	7147	2001	4120	10298	1066	4329	3430	5443	4227	2643	3208
C:327	miRNA.bed:Name=hsa-miR-487a-5p,;ensGene.bed:ENST00000384827,;refGene.bed:NR_030162,;	2770	393	2238	1984	1144	1210	1884	732	924	801	2115	897	1517	2266	1839	213	1391	1158	581	776	1211	419	973	717	670	892	567	866
C:328	miRNA.bed:Name=hsa-miR-382-3p,;ensGene.bed:ENST00000385009,;refGene.bed:NR_029874,;	2414	285	1535	1933	777	873	1367	757	469	744	1658	612	1627	2147	1738	203	831	1499	529	743	1425	1029	879	592	1036	1152	719	682
C:329	miRNA.bed:Name=hsa-miR-134-3p,;ensGene.bed:ENST00000385258,;refGene.bed:NR_029698,;	3133	363	3243	4213	1524	1905	2457	1453	657	1451	2946	1278	3258	3982	2912	480	2260	4287	1305	2303	3627	679	2049	1082	2533	2513	2059	1986
C:330	miRNA.bed:Name=hsa-miR-668-3p,;refGene.bed:NR_030408,;	645	74	582	521	185	227	373	159	151	226	346	199	420	461	654	99	480	538	217	286	372	101	629	344	294	403	367	356
C:331	miRNA.bed:Name=hsa-miR-485-3p,;ensGene.bed:ENST00000385292,;refGene.bed:NR_030160,;	6379	607	4964	5678	2256	2144	3684	2081	948	2086	4877	1590	4071	5957	4515	417	2971	4321	1436	1825	3322	485	2919	2020	2843	2961	2141	2010
C:332	miRNA.bed:Name=hsa-miR-377-3p,;ensGene.bed:ENST00000362145,;refGene.bed:NR_029869,;	2686	234	1404	1800	728	871	1424	726	293	674	1408	719	1575	2134	1612	173	713	839	295	395	757	136	620	509	550	720	506	560
C:333	miRNA.bed:Name=hsa-mir-409,;ensGene.bed:ENST00000362237,;refGene.bed:NR_029975,;	22318	2121	18591	12999	5654	5707	9410	5744	3161	7109	10481	3486	10003	14244	18046	1817	12165	12425	5276	6098	12229	5088	10747	7570	7556	10241	7920	7437
C:334	miRNA.bed:Name=hsa-miR-369-3p,;ensGene.bed:ENST00000362155,;refGene.bed:NR_029862,;	4013	528	3316	2910	1612	1583	2880	1327	737	1388	2939	1441	2302	3230	2218	289	1705	1659	746	879	1659	433	1371	1135	1316	1450	893	1115
C:335	miRNA.bed:Name=hsa-miR-410-3p,;ensGene.bed:ENST00000362222,;refGene.bed:NR_030156,;	64692	10462	46736	30491	19959	25027	43552	14745	15799	25832	43304	18062	44234	50583	44951	10823	28136	21297	12250	19489	40592	4631	30856	18949	20486	20425	19363	16191
C:336	ensGene.bed:ENST00000555348,;refGene.bed:NM_021178,;wgRNA.bed:CDBox,;	138	47	30	71	53	34	34	0	22	83	47	26	63	39	15	80	18	40	22	12	24	0	11	27	44	32	39	0
C:337	ensGene.bed:ENST00000516869,;refGene.bed:NR_002312,;	1139	540	1273	2555	1349	1275	2051	647	377	546	1032	853	1683	1365	3086	700	2034	1876	1099	1002	1672	561	1311	1532	1586	1263	1571	941
C:338	ensGene.bed:ENST00000516869,;refGene.bed:NR_002312,;	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	502	0	0	0	0
C:339	ensGene.bed:ENST00000516869,;refGene.bed:NR_002312,;	171	122	95	103	120	66	140	128	49	57	30	13	160	122	1019	4086	1468	851	2027	1806	2938	1790	1657	3532	3445	2515	3508	3187
C:340	pirna2.bed:1,;ensGene.bed:ENST00000555962,;refGene.bed:NM_020920,;wgRNA.bed:CDBox,;	373	259	180	164	278	103	171	122	141	352	288	24	143	222	253	250	112	146	129	115	122	102	193	416	102	166	153	106
C:341	miRNA.bed:Name=hsa-miR-143-3p,;ensGene.bed:ENST00000385300,;refGene.bed:NR_027180,;	504903	128273	358243	287859	182847	180807	239244	124863	194415	223247	420282	235978	199939	351359	419501	101425	227386	206200	121685	156517	249247	109179	234780	161999	146867	163360	181677	216247
C:342	ensGene.bed:ENST00000557234,;refGene.bed:NM_001017963,;	74	0	65	105	39	49	68	0	0	0	48	28	89	45	24	10	30	43	0	22	29	50	0	44	39	33	64	39
C:343	pirna2.bed:1,;ensGene.bed:ENST00000551361,;refGene.bed:NR_022011,;wgRNA.bed:CDBox,;	2471	483	1611	1660	845	788	1128	518	413	1117	1618	564	1041	1756	1543	316	1164	1190	466	465	906	170	616	1161	626	573	500	501
