mirna	cc1	cc2	cc3	cc4	cc5	cc6	cc7	ct1	ct2	ct3	ct4	ct5	ct6	ct7	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pt1	pt2	pt3	pt4	pt5	pt6	pt7
hsa-miR-410-5p	3.0	0.0	3.0	4.0	0.0	0.0	3.0	2.0	4.0	0.0	4.0	2.0	2.0	0.0	8.0	0.0	7.0	5.0	2.0	0.0	6.0	0.0	2.0	4.0	0.0	0.0	8.0	8.0
hsa-miR-411-3p	477.0	73.0	311.0	417.0	152.0	211.0	351.0	102.0	309.0	247.0	250.0	212.0	277.0	321.0	976.0	127.0	538.0	834.0	269.0	339.0	534.0	213.0	177.0	262.0	498.0	281.0	454.0	729.0
hsa-miR-411-5p	53451.0	10832.0	30214.0	54796.0	22504.0	26301.0	61263.0	8894.0	54281.0	25609.0	39696.0	34686.0	31482.0	35311.0	83052.0	12814.0	52655.0	61881.0	26889.0	27554.0	52073.0	23103.0	16342.0	33597.0	55725.0	22201.0	41927.0	69503.0
hsa-miR-412-3p	0.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-412-5p	422.0	27.0	21.0	191.0	8.0	132.0	219.0	9.0	136.0	12.0	95.0	15.0	16.0	10.0	472.0	64.0	36.0	291.0	12.0	137.0	250.0	20.0	141.0	182.0	316.0	126.0	43.0	417.0
hsa-miR-421	5559.0	6938.0	3615.0	6325.0	5323.0	3134.0	6307.0	1720.0	4639.0	2641.0	3292.0	4207.0	5342.0	3568.0	8409.0	7809.0	6550.0	8763.0	8526.0	3780.0	7224.0	2662.0	5757.0	7202.0	6166.0	3000.0	5181.0	6958.0
hsa-miR-422a	4.0	0.0	0.0	7.0	12.0	14.0	4.0	0.0	9.0	2.0	7.0	0.0	0.0	0.0	112.0	30.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	3.0	2.0	0.0	2.0
hsa-miR-423-3p	11995.0	6021.0	6615.0	8398.0	6884.0	3452.0	5953.0	4920.0	8678.0	5503.0	5698.0	6115.0	7641.0	5479.0	12990.0	6856.0	8565.0	9950.0	8442.0	3147.0	6419.0	2708.0	5061.0	8314.0	7876.0	3076.0	4549.0	7245.0
hsa-miR-423-5p	4730.0	1787.0	2379.0	1662.0	1439.0	755.0	1228.0	2134.0	2710.0	1633.0	824.0	1264.0	2831.0	1274.0	6305.0	3894.0	3834.0	3281.0	2913.0	1143.0	1759.0	711.0	2554.0	4244.0	3298.0	620.0	1285.0	2679.0
hsa-miR-424-3p	34.0	20.0	30.0	37.0	22.0	14.0	24.0	30.0	39.0	20.0	29.0	49.0	40.0	20.0	61.0	35.0	46.0	46.0	57.0	26.0	35.0	17.0	19.0	38.0	43.0	20.0	28.0	40.0
hsa-miR-424-5p	374.0	485.0	327.0	416.0	341.0	290.0	622.0	77.0	362.0	230.0	459.0	511.0	272.0	298.0	546.0	615.0	613.0	530.0	612.0	368.0	802.0	271.0	244.0	389.0	516.0	366.0	444.0	778.0
hsa-miR-425-3p	583.0	283.0	287.0	604.0	425.0	318.0	539.0	270.0	451.0	241.0	473.0	392.0	424.0	377.0	1048.0	303.0	426.0	487.0	345.0	275.0	364.0	303.0	191.0	407.0	390.0	182.0	366.0	464.0
hsa-miR-425-5p	4084.0	1811.0	2567.0	3935.0	2105.0	2009.0	3395.0	780.0	2571.0	1880.0	2763.0	2416.0	2999.0	2445.0	7211.0	2134.0	4556.0	4969.0	2957.0	2512.0	3776.0	1483.0	1373.0	3042.0	3620.0	2151.0	3457.0	4054.0
hsa-miR-4254	12.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	9.0	0.0	6.0	2.0	2.0	0.0	4.0	2.0	0.0	7.0	2.0	0.0	0.0	7.0
hsa-miR-4265	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4284	30.0	0.0	14.0	12.0	4.0	11.0	16.0	11.0	24.0	24.0	8.0	20.0	12.0	25.0	32.0	14.0	21.0	9.0	2.0	13.0	10.0	27.0	17.0	9.0	15.0	7.0	24.0	7.0
hsa-miR-4286	68.0	91.0	49.0	123.0	126.0	78.0	108.0	44.0	91.0	43.0	124.0	100.0	100.0	52.0	63.0	57.0	104.0	136.0	102.0	103.0	99.0	38.0	111.0	95.0	67.0	33.0	76.0	104.0
hsa-miR-429	36.0	64.0	37.0	29.0	35.0	27.0	33.0	16.0	18.0	22.0	11.0	18.0	29.0	31.0	46.0	89.0	48.0	57.0	54.0	23.0	56.0	7.0	30.0	41.0	47.0	12.0	13.0	55.0
hsa-miR-4301	275.0	568.0	201.0	429.0	627.0	156.0	367.0	220.0	239.0	191.0	268.0	266.0	452.0	184.0	332.0	603.0	306.0	512.0	789.0	179.0	395.0	166.0	498.0	645.0	125.0	99.0	175.0	184.0
hsa-miR-431-3p	3368.0	344.0	2280.0	2458.0	793.0	1335.0	2662.0	424.0	2080.0	1394.0	1569.0	1780.0	1476.0	1676.0	4468.0	398.0	3223.0	3181.0	1102.0	1502.0	2304.0	1063.0	542.0	1353.0	2516.0	850.0	2175.0	3061.0
hsa-miR-431-5p	111.0	38.0	102.0	97.0	51.0	102.0	106.0	7.0	106.0	147.0	132.0	112.0	71.0	69.0	162.0	14.0	175.0	90.0	46.0	59.0	70.0	62.0	33.0	90.0	127.0	45.0	94.0	130.0
hsa-miR-432-3p	85.0	7.0	51.0	103.0	29.0	49.0	86.0	26.0	57.0	36.0	60.0	72.0	39.0	56.0	152.0	22.0	107.0	81.0	36.0	59.0	90.0	35.0	22.0	35.0	79.0	30.0	75.0	94.0
hsa-miR-432-5p	5837.0	979.0	4255.0	7539.0	1846.0	3576.0	6183.0	1980.0	3580.0	2227.0	4139.0	3820.0	3000.0	3684.0	8487.0	1080.0	7409.0	9213.0	2448.0	3690.0	6009.0	3485.0	1707.0	3367.0	6480.0	2762.0	7938.0	8698.0
hsa-miR-4324	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4326	7.0	22.0	0.0	3.0	6.0	0.0	4.0	3.0	0.0	5.0	0.0	0.0	9.0	3.0	12.0	23.0	7.0	7.0	9.0	12.0	7.0	2.0	8.0	12.0	5.0	0.0	0.0	4.0
hsa-miR-433-3p	3605.0	482.0	2012.0	3019.0	948.0	1182.0	2710.0	556.0	2211.0	1203.0	1917.0	2088.0	1605.0	1413.0	5210.0	437.0	3080.0	3183.0	1127.0	1290.0	2147.0	1079.0	639.0	1190.0	2335.0	866.0	2158.0	2759.0
hsa-miR-433-5p	189.0	20.0	99.0	136.0	51.0	68.0	107.0	35.0	132.0	92.0	83.0	126.0	59.0	68.0	273.0	45.0	194.0	194.0	91.0	95.0	187.0	102.0	86.0	115.0	266.0	77.0	153.0	228.0
hsa-miR-4417	0.0	0.0	0.0	2.0	0.0	2.0	7.0	0.0	0.0	5.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	4.0	0.0	11.0	7.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0
hsa-miR-4419a	0.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4421	2.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	3.0	0.0	0.0	2.0	2.0	2.0	0.0	3.0	0.0	7.0	2.0	0.0	2.0	3.0	0.0	0.0	0.0	2.0	2.0
hsa-miR-4422	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0
hsa-miR-4423-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4423-5p	0.0	0.0	3.0	5.0	0.0	11.0	2.0	0.0	0.0	0.0	3.0	2.0	0.0	3.0	2.0	0.0	16.0	7.0	0.0	7.0	2.0	0.0	6.0	5.0	0.0	2.0	2.0	8.0
hsa-miR-4424	6.0	4.0	10.0	5.0	3.0	4.0	9.0	2.0	2.0	8.0	3.0	10.0	0.0	7.0	18.0	11.0	9.0	16.0	12.0	5.0	15.0	4.0	5.0	13.0	12.0	8.0	24.0	18.0
hsa-miR-4425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
hsa-miR-4428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4429	0.0	4.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4433a-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4433b-5p	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	10.0	0.0	3.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	3.0	0.0	4.0	5.0
hsa-miR-4435	2.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4440	0.0	0.0	0.0	2.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
hsa-miR-4443	13.0	0.0	12.0	4.0	4.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	4.0	2.0	16.0	2.0	17.0	6.0	2.0	8.0	0.0	0.0	0.0	4.0	4.0	2.0	2.0	17.0
hsa-miR-4446-3p	126.0	24.0	49.0	48.0	37.0	72.0	135.0	46.0	68.0	53.0	87.0	60.0	72.0	69.0	133.0	6.0	68.0	50.0	38.0	59.0	87.0	20.0	16.0	30.0	62.0	27.0	107.0	84.0
hsa-miR-4446-5p	3.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	4.0	0.0	2.0	2.0	0.0
hsa-miR-4448	2.0	39.0	7.0	56.0	26.0	38.0	109.0	19.0	0.0	24.0	56.0	73.0	37.0	41.0	2.0	11.0	16.0	35.0	11.0	30.0	40.0	4.0	19.0	0.0	3.0	16.0	21.0	2.0
hsa-miR-4449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
hsa-miR-4450	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4451	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4454	111.0	57.0	76.0	135.0	66.0	50.0	65.0	62.0	88.0	36.0	64.0	60.0	121.0	59.0	122.0	31.0	83.0	106.0	46.0	40.0	66.0	34.0	87.0	70.0	52.0	24.0	93.0	55.0
hsa-miR-4455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4461	32.0	7.0	17.0	43.0	9.0	7.0	21.0	2.0	9.0	0.0	7.0	10.0	35.0	10.0	53.0	0.0	25.0	66.0	14.0	9.0	16.0	8.0	8.0	34.0	27.0	9.0	26.0	32.0
hsa-miR-4466	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
hsa-miR-4467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
hsa-miR-4473	7.0	0.0	4.0	9.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	13.0	0.0	5.0	14.0	3.0	4.0	8.0	0.0	5.0	3.0	4.0	0.0	2.0	7.0
hsa-miR-4474-3p	0.0	2.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	8.0	0.0	5.0	0.0	6.0	9.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	2.0	2.0	0.0
hsa-miR-4474-5p	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4477b	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	2.0	0.0
hsa-miR-4478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4479	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-448	1304.0	147.0	1497.0	2412.0	623.0	1303.0	1760.0	93.0	919.0	234.0	311.0	640.0	575.0	437.0	2082.0	186.0	2834.0	3108.0	808.0	1474.0	1755.0	390.0	1430.0	1309.0	2588.0	544.0	1165.0	1263.0
hsa-miR-4482-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	11.0	4.0
hsa-miR-4484	8.0	0.0	6.0	2.0	2.0	0.0	4.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	10.0	10.0	4.0	0.0	5.0	6.0	2.0	0.0	8.0	4.0	2.0	15.0
hsa-miR-4485-3p	10.0	30.0	35.0	45.0	8.0	33.0	58.0	11.0	22.0	60.0	31.0	22.0	35.0	67.0	12.0	15.0	48.0	23.0	7.0	25.0	27.0	32.0	31.0	2.0	20.0	23.0	26.0	9.0
hsa-miR-4485-5p	2.0	0.0	5.0	7.0	0.0	0.0	6.0	0.0	8.0	2.0	2.0	0.0	7.0	2.0	6.0	2.0	5.0	2.0	2.0	2.0	7.0	2.0	7.0	0.0	0.0	2.0	4.0	4.0
hsa-miR-4488	0.0	9.0	2.0	0.0	2.0	15.0	3.0	46.0	41.0	377.0	0.0	75.0	3.0	4.0	0.0	6.0	8.0	2.0	4.0	6.0	5.0	63.0	6.0	0.0	4.0	0.0	6.0	0.0
hsa-miR-4492	0.0	4.0	0.0	0.0	0.0	0.0	0.0	18.0	34.0	95.0	0.0	48.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	2.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
hsa-miR-4498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
hsa-miR-449a	4.0	0.0	3.0	13.0	9.0	6.0	5.0	3.0	9.0	2.0	21.0	4.0	3.0	2.0	6.0	0.0	9.0	7.0	5.0	3.0	0.0	7.0	5.0	5.0	13.0	6.0	15.0	7.0
hsa-miR-449b-5p	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	4.0	0.0	4.0	3.0
hsa-miR-449c-5p	3.0	0.0	5.0	6.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	2.0	6.0	2.0	7.0	11.0	2.0	2.0	2.0	2.0	6.0	5.0	11.0	8.0	17.0	2.0
hsa-miR-4500	0.0	0.0	2.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4501	8.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	6.0	4.0	0.0	4.0	2.0	2.0	16.0	4.0	3.0	5.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	5.0	4.0	0.0
hsa-miR-4504	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0
hsa-miR-4507	4.0	0.0	2.0	2.0	4.0	0.0	2.0	0.0	2.0	0.0	4.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	3.0	0.0	0.0	3.0
hsa-miR-4508	0.0	0.0	0.0	2.0	0.0	0.0	0.0	13.0	0.0	35.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-450a-2-3p	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0
hsa-miR-450a-5p	84.0	72.0	60.0	24.0	35.0	39.0	59.0	33.0	52.0	53.0	50.0	61.0	33.0	26.0	130.0	96.0	102.0	102.0	105.0	56.0	118.0	29.0	34.0	77.0	152.0	60.0	46.0	142.0
hsa-miR-450b-5p	161.0	114.0	120.0	53.0	61.0	49.0	80.0	49.0	149.0	123.0	94.0	100.0	45.0	43.0	261.0	174.0	174.0	77.0	166.0	52.0	171.0	50.0	71.0	133.0	214.0	57.0	48.0	194.0
hsa-miR-4510	447.0	181.0	299.0	433.0	424.0	505.0	1025.0	189.0	239.0	196.0	277.0	390.0	422.0	846.0	219.0	89.0	85.0	85.0	94.0	116.0	85.0	20.0	32.0	71.0	69.0	31.0	52.0	136.0
hsa-miR-4511	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	3.0
hsa-miR-4512	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	3.0	4.0	2.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4515	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4516	0.0	5.0	12.0	9.0	8.0	10.0	12.0	113.0	113.0	221.0	22.0	113.0	8.0	17.0	0.0	9.0	11.0	2.0	4.0	5.0	7.0	122.0	22.0	17.0	13.0	4.0	16.0	17.0
hsa-miR-4517	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0
hsa-miR-451a	5208.0	7302.0	6946.0	16896.0	4398.0	6422.0	6481.0	2210.0	5941.0	6180.0	2910.0	14862.0	20367.0	15219.0	8931.0	8085.0	11788.0	26822.0	7860.0	9762.0	9653.0	7394.0	4136.0	12377.0	17110.0	20305.0	8580.0	4401.0
hsa-miR-452-5p	16.0	17.0	16.0	15.0	10.0	6.0	9.0	2.0	26.0	20.0	10.0	14.0	19.0	3.0	42.0	18.0	22.0	20.0	15.0	12.0	16.0	30.0	15.0	34.0	29.0	28.0	9.0	18.0
hsa-miR-4520-2-3p	3.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	4.0	0.0	4.0	2.0	2.0	2.0	0.0	2.0	0.0	2.0
hsa-miR-4520-3p	3.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	7.0	5.0	6.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	4.0
hsa-miR-4521	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0
hsa-miR-4522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
hsa-miR-4523	4.0	6.0	2.0	3.0	3.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	5.0	0.0	4.0	6.0	2.0	0.0	0.0	5.0	4.0	0.0	0.0	0.0
hsa-miR-4524a-3p	0.0	8.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	2.0	3.0	6.0	0.0	2.0	2.0	13.0	0.0	0.0	0.0	2.0	2.0
hsa-miR-4524a-5p	4.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4525	2.0	8.0	2.0	0.0	6.0	0.0	2.0	0.0	0.0	2.0	2.0	3.0	0.0	4.0	0.0	2.0	2.0	2.0	10.0	2.0	4.0	0.0	3.0	0.0	0.0	0.0	2.0	2.0
hsa-miR-4526	3.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	4.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
hsa-miR-4528	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4529-3p	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	4.0	0.0	4.0	4.0	2.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0
hsa-miR-4531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0
hsa-miR-4532	44.0	34.0	363.0	2.0	36.0	41.0	296.0	293.0	712.0	1200.0	61.0	546.0	90.0	118.0	36.0	39.0	515.0	14.0	63.0	86.0	358.0	473.0	131.0	283.0	196.0	147.0	150.0	205.0
hsa-miR-4536-3p	2.0	2.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	5.0	2.0	0.0	6.0	4.0	0.0	0.0	2.0	0.0	3.0	2.0	2.0	0.0
hsa-miR-4536-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
hsa-miR-454-3p	1099.0	977.0	945.0	1182.0	1214.0	695.0	971.0	576.0	780.0	491.0	857.0	779.0	938.0	865.0	1799.0	1413.0	1627.0	1962.0	2097.0	999.0	1514.0	671.0	1363.0	1779.0	1525.0	643.0	1120.0	1747.0
hsa-miR-454-5p	38.0	54.0	29.0	48.0	55.0	25.0	40.0	34.0	56.0	24.0	23.0	39.0	43.0	17.0	41.0	63.0	69.0	49.0	82.0	31.0	45.0	22.0	69.0	71.0	41.0	19.0	37.0	46.0
hsa-miR-455-3p	61.0	90.0	61.0	92.0	75.0	47.0	65.0	69.0	117.0	66.0	103.0	56.0	93.0	105.0	137.0	40.0	140.0	125.0	85.0	89.0	78.0	55.0	141.0	85.0	190.0	61.0	98.0	138.0
hsa-miR-455-5p	182.0	185.0	264.0	266.0	190.0	225.0	311.0	68.0	336.0	251.0	287.0	151.0	164.0	283.0	274.0	156.0	386.0	329.0	294.0	224.0	274.0	119.0	361.0	299.0	473.0	211.0	232.0	352.0
hsa-miR-4632-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
