id	nloci	ann	ct4	ct5	ct6	ct7	ct1	ct2	ct3	cc5	cc4	cc7	cc6	cc1	cc3	cc2	pt7	pt6	pt5	pt4	pt3	pt2	pt1	pc2	pc3	pc1	pc6	pc7	pc4	pc5
198	0	|	15	18	7	14	8	8	13	14	22	28	6	20	21	0	96	45	29	126	78	67	47	10	113	242	58	104	135	37
199	0	gene miRNA|gene::MIRLET7G,WDR82;miRNA::hsa-let-7g-5p,hsa-let-7g-3p	48477	51033	58027	49522	42488	63755	40571	48635	67840	54022	40727	97074	56743	47198	115724	71714	34112	99506	102755	46416	30957	54607	91857	123345	47023	76480	107014	80949
200	0	gene miRNA|gene::MIRLET7I;miRNA::hsa-let-7i-5p	36447	35506	46064	40466	36086	33359	20116	33491	42821	46360	28167	43644	28794	31521	54816	55196	29581	43603	56531	29002	26943	33752	50515	60282	31113	48619	58311	48112
201	0	repeat|repeat::LINE	34	54	56	1178	37	53	11	68	77	1294	55	42	44	21	15	15	3	14	9	8	4	7	5	16	3	3	18	27
202	0	ncrna gene|ncrna::U87;gene::SCARNA5,ATG16L1,ATG16L1,ATG16L1,ATG16L1,ATG16L1	21	12	24	17	3	3	9	10	25	13	11	29	18	15	1214	579	269	625	1518	459	245	702	799	1343	398	620	1065	830
203	0	gene miRNA|gene::MIR329-1;miRNA::hsa-miR-329-3p,hsa-miR-329-5p;gene::MIR329-2;miRNA::hsa-miR-329-3p,hsa-miR-329-5p	883	1018	768	623	199	894	560	445	1379	1249	694	1501	874	193	2318	1781	758	1626	779	355	750	318	1680	2398	965	1806	2204	878
204	0	gene miRNA|gene::MIR362,CLCN5,CLCN5,CLCN5;miRNA::hsa-miR-362-5p,hsa-miR-362-3p	34	65	93	75	125	84	34	59	127	92	32	160	90	81	219	73	45	180	101	102	40	96	169	339	65	134	203	128
205	0	gene miRNA|gene::SIDT1,SIDT1,MIR4446;miRNA::hsa-miR-4446-3p	81	52	64	67	42	62	47	25	38	129	62	120	45	22	78	93	23	54	24	14	16	0	60	119	55	79	42	32
206	0	gene miRNA|gene::MIRLET7I;miRNA::hsa-let-7i-3p	349	270	220	223	43	197	128	294	215	277	156	176	136	293	197	115	116	181	262	149	194	185	208	277	118	202	179	310
207	0	gene|gene::TARDBP	0	5	6	4	0	5	3	3	6	7	4	13	4	3	42	41	9	39	49	16	10	30	32	46	17	40	33	42
208	0	gene|gene::NECTIN2,NECTIN2	0	29	0	4	29	18	164	0	0	0	0	0	0	0	0	0	3	0	0	3	42	3	0	0	0	0	0	0
209	0	repeat gene|repeat::Low_complexity;gene::SARS2,SARS2	6	71	0	0	23	28	328	0	0	0	0	0	0	8	0	6	3	0	0	9	75	3	0	0	3	0	0	0
210	0	|	32	69	140	93	66	79	39	82	64	116	47	100	55	168	4	0	0	9	18	0	0	13	4	3	0	0	0	5
211	0	repeat|repeat::LTR	121	182	250	156	57	133	51	354	166	162	92	134	73	489	129	56	52	96	369	227	67	427	139	151	106	198	219	378
212	0	gene|gene::MYO1B,MYO1B,MYO1B	82	86	94	1471	22	105	20	179	136	2484	45	48	30	199	25	15	10	23	36	18	7	38	22	22	10	20	27	55
213	0	ncrna gene|ncrna::HBII-296A;gene::TSR1,SNORD91A	103	106	83	106	0	59	56	113	216	213	100	105	54	58	1546	1135	740	1401	2171	958	664	1257	1199	2236	892	1321	2071	1837
214	0	gene miRNA|gene::MIR654;miRNA::hsa-miR-654-5p,hsa-miR-654-3p	4720	4263	5185	4478	1623	8921	3649	2730	8122	6638	4100	9357	5246	2004	9006	7370	3573	7442	4772	2388	3821	1735	8062	12070	4202	6745	9834	3070
215	0	gene miRNA|gene::MIR132;miRNA::hsa-miR-132-5p,hsa-miR-132-3p	18674	13080	7962	5548	2683	11211	6142	7282	26734	15301	8844	11734	8436	4721	22300	16216	5383	12118	10806	2183	6999	5051	14472	18640	9062	14318	28931	8275
216	0	gene miRNA|gene::MIR3605,PHC2,PHC2;miRNA::hsa-miR-3605-3p	36	40	50	34	33	105	35	81	60	38	13	116	45	54	45	32	9	50	73	41	15	59	55	110	25	22	62	46
217	0	gene miRNA|gene::CLCN5,MIR532,CLCN5,CLCN5;miRNA::hsa-miR-532-5p,hsa-miR-532-3p	1657	1952	2258	1913	871	2122	1177	2064	3022	2265	1227	2115	1560	1268	2008	1348	929	2051	1789	1679	1015	1636	2641	3234	1257	1896	3383	2610
218	0	repeat gene|repeat::LINE;gene::PRKAR1A	5	4	4	0	0	8	4	122	6	0	138	9	9	0	3	0	0	6	4	0	3	354	7	1069	3	0	4	3
219	0	repeat miRNA gene|repeat::LINE;miRNA::hsa-miR-552-3p,hsa-miR-552-5p;gene::MIR552	11	14	20	19	0	186	26	6	72	46	22	144	30	0	74	119	64	125	14	44	43	0	55	190	15	41	97	11
220	0	ncrna gene|ncrna::U46;gene::SNORD46,RPS8	487	748	640	581	18	1018	1044	813	758	556	439	1637	670	705	2440	1692	875	2492	2556	1269	1175	2137	2049	4049	1239	1676	1780	1746
221	0	ncrna gene|ncrna::HBII-239;gene::SNORD71,AP1G1,AP1G1	337	424	393	340	390	371	760	353	521	487	386	280	237	343	1071	943	532	1024	1593	875	1012	1318	969	1580	908	1018	1426	1213
222	0	ncrna gene|ncrna::mgU2-19/30;gene::CEP295,SCARNA9	88	77	83	51	0	73	84	55	158	102	57	111	73	27	647	433	257	621	669	238	200	428	581	1018	350	554	815	525
223	0	ncrna gene|ncrna::HBII-13;gene::SNORD64,PWAR5	369	292	252	225	49	380	341	209	428	397	177	538	313	83	2311	1886	1295	2429	1913	730	684	1175	2197	4134	1493	2405	4378	1966
224	0	ncrna repeat gene|ncrna::14q(0);repeat::LINE;gene::MEG8	599	416	436	328	280	642	639	221	886	518	367	1032	550	111	1408	1116	547	1490	878	253	1047	372	1807	3816	887	1275	2897	570
225	0	gene miRNA|gene::MIR496;miRNA::hsa-miR-496	87	107	62	61	38	99	61	24	96	115	59	192	73	14	199	170	80	161	69	48	81	41	148	297	67	131	137	83
226	0	ncrna gene|ncrna::ACA43;gene::SNHG7,SNORA17B,SNHG7,SNHG7	3	29	0	0	18	43	137	0	0	0	0	0	0	12	0	6	10	4	0	29	25	13	0	3	3	3	3	0
227	0	gene miRNA|gene::MIR628,CCPG1,CCPG1,CCPG1,CCPG1,DYX1C1-CCPG1;miRNA::hsa-miR-628-5p,hsa-miR-628-3p	2009	2244	1417	1300	513	2918	1471	1220	2587	1923	1409	2575	1683	915	3472	2920	1462	3955	2321	1141	1422	912	2826	3790	1726	2729	3489	1818
228	0	tRNA repeat|tRNA::tRNA-Glu-TTC-1-1;repeat::tRNA;tRNA::tRNA-Glu-TTC-1-2;repeat::tRNA	981	1103	1002	1214	495	677	850	707	595	841	706	440	722	274	14031	34350	23353	8952	10659	13293	14153	10137	16183	5009	35447	20571	20769	13375
229	0	tRNA repeat|tRNA::tRNA-Glu-TTC-2-2;repeat::tRNA;tRNA::tRNA-Glu-TTC-2-1;repeat::tRNA	4936	4931	5979	6950	1848	3329	3583	4074	2852	4971	5287	1964	3434	2265	38681	107131	78082	33133	39671	57549	44049	46428	70317	19579	148198	68153	69638	56690
230	0	|	3	0	0	0	0	3	7	6	5	6	4	14	7	0	68	51	0	40	67	26	44	20	56	137	17	40	35	45
231	0	ncrna gene|ncrna::ACA8;gene::SNORA8	0	4	0	3	0	3	3	0	6	3	0	0	0	0	11	4	3	10	6	4	15	11	3	27	20	19	11	18
232	0	ncrna gene|ncrna::HBII-438A;gene::SNORD109A,SNORD109B;ncrna::HBII-438B;gene::SNORD109A,SNORD109B	456	249	384	318	20	385	309	185	705	584	331	780	523	62	1864	1189	457	1066	720	125	522	137	1199	2040	737	985	1604	644
233	0	ncrna gene|ncrna::U75;gene::GAS5,SNORD75	10	8	0	4	7	8	51	4	5	14	0	146	42	12	723	366	90	436	610	172	176	275	404	1330	196	311	459	411
234	0	gene miRNA|gene::MIR211,TRPM1,TRPM1,TRPM1;miRNA::hsa-miR-211-5p	7	318	708	586	0	4	3	562	646	1272	9	281	172	5	488	158	129	539	348	11	0	7	264	368	9	1076	627	455
235	0	gene miRNA|gene::MIR106B,MCM7,MCM7,MCM7;miRNA::hsa-miR-106b-5p,hsa-miR-106b-3p	1356	1416	1620	1334	433	1127	704	2006	2086	1513	1040	1432	1199	1965	1593	1160	836	1382	2018	1257	763	1719	1681	1815	1132	1583	2405	2415
236	0	gene miRNA|gene::MIR2110,CCDC186;miRNA::hsa-miR-2110	111	152	137	109	71	242	139	96	200	116	87	273	177	73	210	118	46	239	213	140	72	84	238	330	87	99	210	116
237	0	gene|gene::POU6F2,POU6F2	23	33	28	35	62	10	215	27	100	33	39	3	24	13	30	58	32	30	20	41	65	20	48	17	54	18	132	32
238	0	gene miRNA|gene::MIR494;miRNA::hsa-miR-494-3p,hsa-miR-494-5p	209	240	142	142	9	180	182	93	357	258	117	371	247	44	620	520	298	536	246	103	301	134	592	1050	298	577	709	202
239	0	repeat gene|repeat::Low_complexity,rRNA,Low_complexity;repeat::rRNA,Low_complexity,Low_complexity;gene::LOC100507412,RNA45S5	43125	58262	43014	36608	8674	41972	78333	29845	54448	61009	52870	33213	27260	22466	80285	122515	99136	82524	84968	60731	103456	86650	86481	123138	181973	145159	147730	75628
240	0	ncrna gene|ncrna::ACA54;gene::SNORA54,NAP1L4	33	49	102	60	66	96	66	124	48	65	32	88	46	168	91	36	21	98	167	146	37	146	99	139	27	39	64	140
241	0	gene miRNA|gene::MIR376C;miRNA::hsa-miR-376c-5p,hsa-miR-376c-3p	308	181	218	243	103	162	136	97	390	367	160	409	284	73	590	661	356	399	252	131	205	109	480	620	345	601	641	205
242	0	ncrna gene|ncrna::HBII-289;gene::SNORD89	78	107	142	105	100	97	127	64	76	94	92	94	63	77	200	248	167	211	373	442	672	497	185	323	262	267	262	282
243	0	repeat|repeat::LINE;repeat::LINE	39	35	41	198	9	16	23	40	61	200	31	65	47	19	9	0	0	6	9	0	0	77	0	149	3	0	12	3
244	0	gene|gene::EEA1	58	130	62	65	39	125	33	1521	120	205	574	61	60	306	27	16	14	23	68	34	23	2971	21	1305	26	33	35	49
245	0	gene miRNA|gene::MIR1298,HTR2C,HTR2C,HTR2C;miRNA::hsa-miR-1298-3p,hsa-miR-1298-5p	506	897	680	520	102	1114	418	650	2231	1629	1552	1314	2124	151	1993	1724	675	3042	2163	2046	488	209	3494	1880	1867	1659	3034	947
246	0	repeat miRNA gene|repeat::Simple_repeat;miRNA::hsa-miR-1277-3p,hsa-miR-1277-5p;gene::MIR1277,WDR44,WDR44,WDR44	48	55	16	40	48	20	35	68	26	49	24	125	93	90	192	60	85	190	208	145	84	144	181	212	108	185	78	308
247	0	ncrna gene|ncrna::U59B;gene::SNORD59B,ATP5B	198	378	214	226	91	87	315	240	424	478	470	84	98	395	545	913	665	566	558	834	359	1038	403	625	889	898	870	786
248	0	ncrna gene|ncrna::U59A;gene::SNORD59A,ATP5B	104	75	74	66	3	109	129	54	121	80	61	157	79	53	746	522	214	714	926	338	254	478	533	1329	321	501	596	552
249	0	ncrna gene|ncrna::14q(I-6);gene::SNORD113-6	416	395	378	231	10	562	511	200	559	811	300	775	383	39	1307	978	284	1081	688	117	381	74	980	1491	561	1034	1008	421
250	0	gene miRNA|gene::MIR184,ANKRD34C-AS1;miRNA::hsa-miR-184	27	57	86	62	2616	101	26	63	48	81	99	87	85	63	211	139	64	165	123	185	123	111	148	114	70	88	77	106
251	0	gene|gene::PPM1H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	74	16	46	34	14	85	9	26	154	15	91	53	43
252	0	ncrna gene|ncrna::U107;gene::SNORA11,MAGED2,MAGED2,MAGED2	40	38	32	20	10	54	89	52	42	55	21	42	50	26	205	134	71	83	88	127	81	138	252	253	88	147	128	157
253	0	gene miRNA|gene::MIR195,MIR497HG;miRNA::hsa-miR-195-5p,hsa-miR-195-3p	5433	3489	4919	5218	1789	2694	3028	3517	6436	4692	4441	4896	3722	1598	7395	6765	4451	5621	5203	4484	2978	2495	6600	8209	5260	5369	7946	5022
254	0	ncrna gene|ncrna::U71d;gene::SNORA71D,SNHG17,SNHG17	17	36	11	14	147	140	316	17	53	26	14	13	25	7	39	108	12	54	99	66	247	44	76	75	68	81	119	64
255	0	gene miRNA|gene::MAP2K4,MIR744,MAP2K4;miRNA::hsa-miR-744-3p	216	172	242	178	20	318	168	162	257	282	177	335	196	118	350	268	180	423	238	183	136	109	378	442	208	310	402	242
256	0	|	6	5	7	6	0	3	6	3	11	22	0	30	3	3	16	7	3	21	8	12	5	4	29	50	3	14	10	7
257	0	ncrna gene|ncrna::U49A;gene::LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,SNORD49A,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1	246	156	246	623	141	141	371	245	521	709	1159	127	140	377	498	530	861	558	541	751	531	589	474	751	1588	1131	1169	623
258	0	ncrna gene|ncrna::HBI-43;gene::SNORD17,SNX5,SNX5,SNX5	50	67	97	63	65	65	100	46	99	69	45	80	66	33	889	680	392	645	1037	549	411	523	550	889	443	721	791	801
259	0	gene miRNA|gene::MIR491,FOCAD;miRNA::hsa-miR-491-5p,hsa-miR-491-3p	262	317	150	135	27	168	119	150	388	322	149	229	177	51	560	428	139	319	185	71	283	59	335	470	217	342	560	190
260	0	gene miRNA|gene::MIR338,MIR3065,AATK,AATK;miRNA::hsa-miR-3065-5p,hsa-miR-3065-3p,hsa-miR-338-5p,hsa-miR-338-3p	365	252	462	239	32	432	220	250	718	592	257	545	356	129	745	734	368	899	541	239	335	156	677	924	318	651	998	395
261	0	repeat|repeat::tRNA	0	3	0	6	0	0	0	0	0	258	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	339	0	0
262	0	gene miRNA|gene::MIR193A;miRNA::hsa-miR-193a-5p,hsa-miR-193a-3p	219	280	185	238	33	477	291	315	158	202	107	496	343	261	384	172	238	571	650	368	225	375	740	1020	243	290	234	650
263	0	ncrna gene|ncrna::U64;gene::RPS2,SNORA64	31	59	13	14	13	11	47	19	29	52	26	33	20	16	26	39	21	24	27	46	38	45	47	39	41	24	34	24
264	0	|	0	3	0	10	7	3	72	0	0	0	0	0	4	0	10	10	3	16	11	47	126	0	48	9	0	5	3	0
265	0	ncrna gene|ncrna::ACA42;gene::SNORA80E,KIAA0907	37	28	29	24	0	23	15	20	47	33	16	23	18	5	215	136	65	163	467	257	292	153	177	326	114	131	183	206
266	0	gene|gene::EGFL7,EGFL7,EGFL7,EGFL7,EGFL7	38	0	17	16	0	56	18	13	4	46	0	15	0	4	3	7	10	37	3	13	14	3	5	19	7	48	3	28
267	0	ncrna gene|ncrna::snR38A;gene::SNHG16,SNORD1A,SNHG16,SNHG16,SNHG16	4	3	0	3	0	0	3	0	0	3	0	0	0	0	35	17	7	44	27	5	18	14	10	50	11	19	48	20
268	0	|	0	0	0	0	0	9	20	0	0	0	0	10	3	0	26	8	4	31	18	13	51	4	53	82	16	12	41	11
269	0	ncrna gene|ncrna::U87;gene::SCARNA5,ATG16L1,ATG16L1,ATG16L1,ATG16L1,ATG16L1	14	12	19	10	0	3	7	7	48	31	14	12	10	6	210	167	78	134	194	105	117	199	166	248	111	224	264	250
270	0	gene miRNA|gene::MIR18A,MIR17HG,MIR17HG;miRNA::hsa-miR-18a-5p,hsa-miR-18a-3p	188	248	246	181	33	116	65	463	296	230	163	148	85	405	266	176	144	187	391	226	176	405	175	280	238	265	456	638
271	0	ncrna gene|ncrna::ACA51;gene::NOP56,SNORA51,NOP56	6	3	0	0	3	3	4	0	5	9	0	24	10	4	21	19	0	18	11	0	4	3	18	24	6	12	14	9
272	0	gene miRNA|gene::MIR369;miRNA::hsa-miR-369-5p,hsa-miR-369-3p	1394	1569	964	1227	480	1481	1210	796	1800	1768	957	2350	1804	332	3474	2424	1541	3166	1472	797	1398	595	3498	4266	1663	3094	3066	1698
273	0	repeat gene|repeat::DNA;gene::GTF2F2	132	292	270	195	56	196	70	1798	308	322	741	81	123	308	11	5	5	18	34	14	8	2300	10	1175	6	29	31	18
274	0	gene miRNA|gene::PTK2B,PTK2B,PTK2B,PTK2B,MIR6842;miRNA::hsa-miR-6842-3p	142	192	130	100	40	293	120	74	234	231	101	390	161	38	159	151	111	238	184	20	101	37	235	424	78	145	227	89
275	0	ncrna gene|ncrna::U106;gene::SNORD12C,ZFAS1,ZFAS1,ZFAS1,ZFAS1,ZFAS1	92	104	70	64	3	91	154	65	125	96	43	154	104	58	738	401	230	802	771	328	220	514	590	1244	332	509	628	608
276	0	ncrna gene|ncrna::snR38C;gene::SNHG16,SNORD1C,SNHG16,SNHG16,SNHG16	12	16	7	0	0	15	13	9	39	25	13	27	4	3	38	34	37	43	54	33	23	18	38	66	30	24	62	34
277	0	repeat miRNA gene|repeat::LTR;miRNA::hsa-miR-585-3p,hsa-miR-585-5p;gene::MIR585,SLIT3,SLIT3	21	37	12	5	6	12	27	4	54	3	17	56	0	3	24	14	11	56	45	10	3	9	11	89	7	3	42	0
278	0	repeat gene|repeat::Low_complexity;repeat::Low_complexity;gene::LOC100507412,RNA45S5	0	0	0	0	24	7	57	0	0	6	0	0	0	0	0	0	0	3	3	4	34	8	0	0	0	7	0	0
279	0	ncrna gene|ncrna::U38B;gene::SNORD38B,RPS8	238	258	202	223	109	217	626	183	383	305	291	196	119	242	477	585	467	452	540	400	535	466	386	740	591	617	752	541
280	0	gene miRNA|gene::MIR589,FBXL18;miRNA::hsa-miR-589-5p,hsa-miR-589-3p	312	417	566	379	117	763	294	438	584	529	422	793	728	741	661	343	213	747	761	558	209	595	980	995	277	425	595	446
281	0	ncrna gene|ncrna::U16;gene::SNORD16,RPL4	180	115	94	97	73	93	286	66	218	195	103	161	113	68	258	422	193	311	212	111	394	208	326	438	235	431	534	233
282	0	ncrna gene|ncrna::U49B;gene::LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,SNORD49B,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1,LRRC75A-AS1	0	6	11	4	0	18	14	3	7	8	0	24	3	3	55	26	15	60	60	16	22	37	28	107	17	54	41	42
283	0	repeat miRNA gene|repeat::LTR;miRNA::hsa-miR-3200-3p,hsa-miR-3200-5p;gene::MIR3200,OSBP2,OSBP2,OSBP2	1427	1299	997	774	213	1738	757	977	1893	1798	814	1805	807	1005	1256	921	624	1219	1217	354	810	632	1115	2109	619	1205	1606	953
284	0	gene miRNA|gene::MIR590,EIF4H,EIF4H;miRNA::hsa-miR-590-5p,hsa-miR-590-3p	167	177	130	119	91	130	116	252	145	169	113	216	154	264	315	130	139	296	391	230	126	427	290	350	206	391	299	745
285	0	ncrna gene|ncrna::ACA7;gene::SNORA7A,RPL32,RPL32,RPL32	390	908	424	362	435	970	2472	513	420	552	280	454	374	380	611	547	310	637	874	657	1284	734	739	823	343	496	450	633
286	0	ncrna gene|ncrna::ACA7B;gene::SNORA7B,RPL32P3	16	15	9	9	4	19	13	12	24	14	13	18	18	8	31	44	10	60	50	39	34	31	52	74	25	37	46	48
287	0	repeat|repeat::tRNA	6	9	0	8	0	9	4	6	22	34	5	50	13	0	54	29	14	44	16	0	26	4	54	141	23	75	35	17
288	0	gene|gene::MIR548N	122	70	66	93	0	41	7	56	196	151	48	102	40	7	3	0	0	0	0	0	0	0	4	120	0	0	3	0
289	0	gene miRNA|gene::MIR4787;miRNA::hsa-miR-4787-3p	70	58	65	24	10	65	35	48	76	67	38	61	36	73	52	26	23	41	59	24	18	41	61	85	21	45	64	39
290	0	ncrna gene|ncrna::E3;gene::EIF4A2,SNORA63	27	14	8	9	0	0	7	8	24	20	17	8	3	0	10	24	13	15	34	16	44	21	28	37	24	46	70	29
291	0	ncrna gene|ncrna::U55;gene::SNORD55,RPS8	52	35	34	36	9	28	28	14	93	63	74	0	11	25	43	63	58	64	62	11	69	74	58	26	80	91	165	76
292	0	ncrna gene|ncrna::U22;gene::SNORD22,SNHG1	73	93	84	59	0	100	120	138	125	133	52	166	87	67	337	246	119	375	471	233	136	354	347	595	169	303	306	373
293	0	repeat miRNA gene|repeat::LTR;miRNA::hsa-miR-4525;gene::MIR4525,RAB40B	5	30	43	15	4	17	10	123	26	48	24	14	25	41	30	3	3	5	18	37	9	39	40	10	17	36	34	109
294	0	ncrna gene|ncrna::ACA44;gene::SNORA44,SNHG12	27	33	30	22	9	20	24	25	43	64	46	18	17	27	29	43	53	16	20	52	46	43	37	48	73	65	64	75
295	0	gene miRNA|gene::CHPF2,CHPF2,MIR671;miRNA::hsa-miR-671-3p,hsa-miR-671-5p	375	394	416	306	305	620	400	233	474	422	223	914	474	184	733	457	208	670	491	174	192	144	767	1149	286	451	617	334
296	0	gene miRNA|gene::MIR337;miRNA::hsa-miR-337-5p,hsa-miR-337-3p	71	79	95	69	12	100	69	43	141	137	63	225	106	21	253	223	77	170	99	44	82	34	161	322	123	212	261	66
297	0	gene miRNA|gene::MIR1224,VWA5B2,VWA5B2;miRNA::hsa-miR-1224-3p	114	88	77	43	21	190	84	55	114	104	37	230	89	25	132	166	76	203	89	43	92	57	135	338	50	102	156	84
298	0	gene miRNA|gene::MIR380;miRNA::hsa-miR-380-5p,hsa-miR-380-3p	414	467	265	278	73	522	350	219	665	518	345	840	439	116	951	659	366	912	432	145	299	134	878	1557	450	908	1035	413
299	0	|	23	33	18	6	0	22	4	15	47	64	24	23	48	6	131	45	31	61	54	33	60	32	111	160	21	66	88	55
300	0	gene miRNA|gene::AKT2,AKT2,AKT2,MIR641;miRNA::hsa-miR-641	98	89	180	98	40	108	85	127	130	109	50	142	80	173	129	94	91	148	240	115	74	217	171	203	89	177	215	209
301	0	repeat miRNA gene|repeat::LINE;miRNA::hsa-miR-493-5p,hsa-miR-493-3p;gene::MIR493	67	79	83	65	34	91	64	44	130	117	59	134	100	13	191	145	74	112	75	43	45	21	139	194	75	125	209	70
302	0	ncrna gene|ncrna::U21;gene::SNORD21,RPL5,FAM69A	111	107	116	81	22	103	98	82	131	100	72	201	88	66	346	351	355	274	292	287	414	331	249	525	449	352	547	262
303	0	ncrna miRNA gene|ncrna::HBI-61;miRNA::hsa-miR-1248;gene::SNORA81,EIF4A2,MIR1248	18	17	0	10	0	0	41	0	7	10	25	0	0	13	18	47	50	10	0	41	59	20	0	4	49	49	88	20
304	0	|	13	10	11	0	0	7	16	21	32	27	3	30	14	8	50	47	5	60	52	29	18	11	43	120	7	45	51	30
305	0	gene miRNA|gene::MIR15A,DLEU2;miRNA::hsa-miR-15a-5p,hsa-miR-15a-3p	4067	4738	5160	4186	734	4047	2680	7105	5363	4773	3096	4324	2931	7424	4898	3347	2715	4509	8651	5099	2378	8070	4938	6387	3722	5817	6829	10018
306	0	|	3	0	6	0	8	0	7	0	0	5	3	6	0	0	48	20	0	27	32	8	13	0	41	63	0	14	20	10
307	0	ncrna gene|ncrna::U80;gene::SNORD80,GAS5	225	286	257	172	0	440	297	200	326	242	143	426	211	88	753	510	191	764	714	308	124	372	641	904	353	496	594	404
308	0	repeat gene|repeat::Simple_repeat;repeat::Simple_repeat;gene::LOC100507412,RNA45S5	12	42	0	10	26	78	389	7	4	3	3	7	3	12	15	13	0	7	14	44	116	15	6	14	0	3	6	20
309	0	ncrna gene|ncrna::SNORD126;gene::SNORD126,CCNB1IP1,CCNB1IP1,CCNB1IP1	60	44	43	33	3	39	41	33	60	57	33	49	35	43	99	87	45	89	121	52	30	112	71	182	63	93	127	104
310	0	ncrna gene|ncrna::U69;gene::RPL39,SNORA69	49	77	20	32	31	32	166	32	35	55	19	29	36	32	84	132	62	44	32	45	176	66	77	70	80	126	101	65
311	0	|	25	15	9	17	0	25	5	23	33	31	11	42	21	6	102	41	14	74	68	36	102	15	30	100	14	54	59	78
312	0	ncrna gene|ncrna::14q(I-4);gene::SNORD113-4	78	80	65	50	0	83	73	29	182	89	60	185	87	8	595	321	116	382	204	17	232	17	358	809	168	305	421	118
313	0	gene miRNA|gene::MIR375;miRNA::hsa-miR-375	207	200	163	806	592	332	94	412	265	430	1634	331	230	80	539	567	119	323	139	2087	104	89	350	336	1264	237	229	376
314	0	ncrna gene|ncrna::snR38B;gene::SNORD1B,SNHG16,SNHG16,SNHG16,SNHG16	132	124	109	94	153	129	150	75	176	176	61	285	170	65	621	511	269	544	572	323	390	273	396	924	303	612	748	462
315	0	ncrna gene|ncrna::U76;gene::SNORD76,GAS5	14	30	13	25	6	26	44	8	41	33	14	16	16	21	170	198	161	130	165	143	110	110	95	331	261	203	266	151
316	0	ncrna gene|ncrna::U58C;gene::RPL17,RPL17,RPL17,RPL17,RPL17-C18orf32,RPL17,RPL17,RPL17,SNORD58C,RPL17,RPL17-C18orf32	88	140	105	162	60	80	172	103	180	153	217	120	50	177	468	475	282	572	492	405	229	636	507	840	584	432	614	392
317	0	gene|gene::RPPH1	12	10	6	10	64	44	493	0	4	6	5	0	0	0	0	4	18	0	3	3	121	0	0	3	3	8	15	0
318	0	|	8	16	9	6	0	7	9	275	13	22	476	35	10	0	19	14	5	5	3	0	5	452	8	3415	4	9	10	3
319	0	|	1009	713	1621	704	484	748	589	656	2081	1998	585	3499	1965	841	6042	3060	2473	5196	5128	1537	1070	1075	4989	7369	1617	4604	7715	2857
320	0	ncrna gene|ncrna::14q(I-5);gene::SNORD113-5	82	81	31	38	10	86	116	27	147	142	68	179	72	0	600	360	135	372	218	18	319	20	390	891	246	448	556	143
321	0	repeat gene|repeat::LINE;gene::ARMC9,ARMC9,ARMC9	106	184	209	1431	22	83	35	302	180	2601	100	73	71	362	10	7	11	3	16	12	4	31	8	11	3	14	16	22
322	0	gene|gene::LOC100507412,RNA45S5;gene::LOC100507412,RNA45S5;gene::LOC100507412,RNA45S5	0	10	6	3	16	16	120	0	3	5	9	0	0	8	0	0	0	0	0	6	48	10	0	0	3	3	0	0
323	0	gene miRNA|gene::B9D1,B9D1,B9D1,MIR1180;miRNA::hsa-miR-1180-3p,hsa-miR-1180-5p	1370	1280	1165	1002	361	2259	1258	825	1979	1396	955	3159	1487	406	1816	1476	672	2067	1100	511	527	380	1763	3026	716	1032	1780	742
324	0	gene miRNA|gene::MIR1912,HTR2C,HTR2C,HTR2C;miRNA::hsa-miR-1912	26	41	50	15	15	32	8	41	176	94	106	48	84	3	67	127	46	117	42	66	33	0	141	86	87	91	179	39
325	0	repeat gene|repeat::snRNA;gene::C12orf57,C12orf57,C12orf57,C12orf57,C12orf57,C12orf57	16	0	15	6	27	9	76	10	65	86	29	0	29	46	83	253	180	38	3	15	125	188	86	45	160	265	345	76
